Species,TaxonKey
Albacore,600142
Albacore tuna,600142
Alewife,601583
ALEWIFE,601583
ALFONSIN,501129
Amberjack,500928
AMBERJACK,500928
"AMBERJACK, GREATER",601005
"AMBERJACK, LESSER",500928
Ambon emperor,601853
ANCHOVIES,400454
"ANCHOVY, NORTHERN",400454
Angler flatfish,300061
ATKA MACKEREL,604037
BALLYHOO,601059
"BARRACUDA, PACIFIC",400360
Barracudas,500372
BARRACUDAS,400360
Barracudas (misc),500372
Barred flagtail,605790
BARRELFISH,603921
"BASS, ROCK",400289
"BASS, STRIPED",600353
"BASS, WHITE",400289
BIGEYE,601149
Bigeye barracuda,605734
Bigeye bream,500809
Bigeye emperor,601869
Bigeye scad,600387
Bigeye squirrelfish,509309
Bigeye trevally,601917
Bigeye tuna,600146
BigeyeTuna,600146
Bigscale soldierfish,501129
BILLFISHES,400419
BLACK DRIFTFISH,603920
Black jack,601936
Black Jack,601936
Black marlin,600217
Black snapper,600266
Blacktip grouper,605348
Blacktip reef shark,600877
Blood snapper,600162
Blue kingfish trevally,601906
Blue lined gindai,600199
Blue lined snapper,600156
Blue marlin,600216
Bluefin trevally,601906
Bluefin tuna,614290
Bluefin Tuna,614290
BLUEFISH,600364
Blueline bream,601834
Blue-lined gindai,600199
Blue-lined snapper,600156
"BONITO, ATLANTIC",600115
"BONITO, PACIFIC",604796
"BROTULA, BEARDED",600486
Brown jobfish,502124
BURBOT,600310
BUTTERFISH,400425
Butterflyfishes,400343
CABEZON,604140
Capelin,600252
Cardinalfish,400304
"CARP, COMMON",601450
CARPS AND MINNOWS,100011
Catfish,300032
"CATFISH, FLATHEAD",300032
CATFISHES & BULLHEADS,300032
Christmas wrasse,605649
"CLAM, ATLANTIC JACKKNIFE",690029
"CLAM, ATLANTIC SURF",690033
"CLAM, BUTTER",690064
"CLAM, MANILA",290004
"CLAM, NORTHERN QUAHOG",690270
"CLAM, OCEAN QUAHOG",690275
"CLAM, PACIFIC GEODUCK",690284
"CLAM, PACIFIC LITTLENECK",690285
"CLAM, PACIFIC RAZOR",690286
"CLAM, PACIFIC, GAPER",690664
"CLAM, QUAHOG",290004
"CLAM, SOFTSHELL",290004
Clams (misc),290004
Clams / quahaugs,290004
CLAMS OR BIVALVES,290004
COBIA,603542
"COCKLE, NUTTALL",690651
Cockles,490058
Cod,300044
"COD, ATLANTIC",600069
"COD, PACIFIC",600308
Conger eels,400062
"CRAB, ATLANTIC ROCK",690031
"CRAB, BLUE",690052
"CRAB, DUNGENESS",690115
"CRAB, GREEN",690158
"CRAB, HORSESHOE",690182
"CRAB, JONAH",690203
"CRAB, KING",590073
"Crab, Other",490097
"Crab, Queen",690313
"CRAB, RED ROCK",690287
"CRAB, SNOW",590065
"CRAB, SOUTHERN TANNER",590065
Crabs,490097
CREOLE-FISH,601217
"CROAKER, ATLANTIC",600408
"CROAKER, PACIFIC WHITE",600422
CUNNER,603672
Cusk,600051
CUSK,502417
"CUTLASSFISH, ATLANTIC",400415
DEALFISH,603265
Dogfish,500107
Dogtooth tuna,600106
DOLPHINFISH,500116
"DORY, AMERICAN JOHN",601370
"DRUM, BLACK",600425
"DRUM, RED",601191
DRUMS,400331
ECHINODERM,100276
Eel,300026
"EEL, AMERICAN",600296
"EEL, CONGER",300026
Eels,509279
EELS,300026
"EELS, SNAKE",400066
Ehu (squirrelfish snap.),400243
Emperors,501144
EMPERORS,501144
Emperors (misc),501144
ESCOLAR,601042
Filefishes,501677
"FINFISHES, UNC BAIT AND ANIMAL FOOD",100139
"FINFISHES, UNC FOR FOOD",100139
"FINFISHES, UNC GENERAL",100139
Flagtail grouper,606456
Flagtails,400301
FLATFISH,300061
Flatfishes,300061
"FLOUNDER, ARROWTOOTH",600517
"FLOUNDER, FOURSPOT",613967
"FLOUNDER, PACIFIC, SANDDAB",100031
"FLOUNDER, SOUTHERN",100031
"FLOUNDER, STARRY",604249
"FLOUNDER, SUMMER",601338
"FLOUNDER, WINDOWPANE",600530
"FLOUNDER, WINTER",600524
"FLOUNDER, WITCH",600026
"FLOUNDER, YELLOWTAIL",600521
"FLOUNDER,ATLANTIC,PLAICE",604239
"FLOUNDER,PACIFIC,SANDDAB",604215
Flounders,500048
"FLOUNDERS, RIGHTEYE",400440
Flower snapper (gindai),600211
GAG,601212
GARS,400475
Giant clam,690147
Giant grouper,606468
Gindai (flower snap),600211
GLASSEYE SNAPPER,601150
Goatfish,507028
Goatfishes,507028
GOATFISHES,400332
Goldflag jobfish,600200
Goldspot trevally,601926
GOOSEFISH,400190
Gray jobfish,502124
GRAYSBY,600012
Greasy grouper,604461
Greater amberjack,601005
Greenland turbot,600516
"GREENLING, KELP",604032
GRENADIERS,500327
"GROUPER, BLACK",601209
"GROUPER, RED",600017
"GROUPER, SNOWY",601208
"GROUPER, WARSAW",601207
"GROUPER, YELLOWEDGE",601205
"GROUPER, YELLOWFIN",601216
"GROUPER, YELLOWMOUTH",601211
Groupers,503028
GROUPERS,503028
Groupers (misc),503028
"GRUNT, TOMTATE",400327
"GRUNT, WHITE",601140
GRUNTS,400327
Haddock,601381
HADDOCK,601381
HAGFISHES,400002
Hake,500654
"HAKE, ATLANTIC, RED/WHITE",500654
"HAKE, OFFSHORE SILVER",601080
"HAKE, PACIFIC (WHITING)",600326
"HAKE, RED",600312
"HAKE, SILVER",600323
"HAKE, WHITE",600313
Halibut,100031
"HALIBUT, ATLANTIC",601371
"HALIBUT, CALIFORNIA",100031
"HALIBUT, GREENLAND",600516
"HALIBUT, PACIFIC",600514
HARVESTFISH,603923
Hawaiian opakapaka,600201
Herring,501941
"HERRING, ATLANTIC",600024
"HERRING, ATLANTIC THREAD",601486
"HERRING, BLUEBACK",601574
"HERRING, PACIFIC",601520
HERRINGS,501941
Hexagon grouper,604923
"HIND, RED",600015
"HIND, ROCK",600014
"HIND, SPECKLED",500442
HOGFISH,601071
Honeycomb grouper,604923
Humpback snapper,600265
Inshore groupers,500366
Inshore snappers,400323
JACK MACKEREL,500661
"JACK, ALMACO",500467
"JACK, BAR",601918
"JACK, BLACK",601936
"JACK, CREVALLE",600071
"JACK, HORSE-EYE",601935
Jacks,500467
JACKS,500467
Jacks (misc),500467
"JOBFISH, GREEN (UKU)",600084
Kawakawa,600096
KING WHITING,600029
"KINGFISH, NORTHERN",502790
Kusakar's snapper,600191
LADYFISH,600175
"LAUNCE, AMERICAN SAND",400402
Leatherback,601951
LEATHERJACKETS,400517
LEATHER-SKIN,500467
Lehi (silverjaw),600083
LIMPETS,590242
LINGCOD,600509
Lobster,100043
"LOBSTER, AMERICAN",690010
"LOBSTER, BANDED SPINY",590082
"LOBSTER, CALIFORNIA SPINY",590082
"LOBSTER, CARIBBEAN SPINY",690071
"LOBSTER, SLIPPER",590244
Longnose emperor,601864
Longspine grouper,500366
Longtail snapper (onaga),601385
LOOKDOWN,601004
Lunartail grouper,606478
Mackerel,500142
"MACKEREL, ATLANTIC",600118
"MACKEREL, CHUB",600117
"MACKEREL, FRIGATE",600094
"MACKEREL, KING",600120
"MACKEREL, KING AND CERO",500142
"MACKEREL, SPANISH",500142
Mahimahi,600006
MANTIS SHRIMPS,390017
MARGATE,501143
"MARLIN, BLUE",600216
"MARLIN, STRIPED",600223
MENHADEN,400043
Milkfish,600080
MOJARRAS,502403
Monchong,603561
Moonfishes,400317
Moonfish,600390
"MOONFISH, ATLANTIC",600378
Moray eels,400056
"MULLET, STRIPED (LIZA)",508042
"MULLET, WHITE",601086
Mullets,504212
MULLETS,508042
Multidens snapper,600208
Mussel (3),590117
"MUSSEL, BLUE",690053
"MUSSEL, CALIFORNIA",490054
Napoleon wrasse,605604
OCEAN SUNFISH,601732
Octopus,590013
OCTOPUS,590013
Oilfish,601044
OILFISH,601044
Onaga (longtail snapper),601385
Onespot snapper,600166
OPAH,601072
Orange goatfish,605985
Orangespot emperor,601862
Other Groundfish,100239
Other Pelagic and finfish,100139
Other pelagic sharks,200007
Other Sharks,200007
Oyster (1),100053
"OYSTER, EASTERN",690009
"OYSTER, EUROPEAN FLAT",690123
"OYSTER, KUMAMOTO",690888
"OYSTER, OLYMPIA",690279
"OYSTER, PACIFIC",690283
Pa'a crab,490097
Paddletail snapper,600265
Paeony bulleye,600344
Parrotfishes,500242
PARROTFISHES,500242
Parrotfishes (misc),500242
Peacock grouper,606396
"PERCH, WHITE",600355
PERIWINKLES,590049
PERMIT,500598
PIGFISH,600005
PINFISH,601203
"PINFISH, SPOTTAIL",501548
Pink snapper (opakapaka),600201
Pollock,600318
POLLOCK,600034
"POLLOCK, WALLEYE",600318
Pomfret,400319
POMFRETS,400319
"POMPANO, AFRICAN",400319
"POMPANO, FLORIDA",600380
Porcupinefish,500154
"PORGY, JOLTHEAD",601221
"PORGY, RED",601756
"POUT, OCEAN",600480
"PRICKLEBACK, MONKEYFACE",509279
Pristipomoides/Etelis,502124
"PUFFER, NOTHERN",601181
PUFFERS,400448
Pygmy grouper,606455
Rabbitfish,602503
Rabbitfishes,400413
Rainbow runner,600412
RATFISH SPOTTED,602589
"RAY,COWNOSE",602584
"RAY,STINGRAYS",500646
Rays,100538
Red snapper,400323
"Red snapper, mu",400323
Redfish spp.,501135
"REDFISH, ACADIAN",501135
Redgill emperor,601863
"ROCKFISH, AURORA",400573
"ROCKFISH, BANK",400573
"ROCKFISH, BLACK",603979
"ROCKFISH, BLACK-AND-YELLOW",400573
"ROCKFISH, BLACKGILL",400573
"ROCKFISH, BLUE",400573
"ROCKFISH, BOCACCIO",603987
"ROCKFISH, BROWN",400573
"ROCKFISH, CANARY",603989
"ROCKFISH, CHILIPEPPER",603971
"ROCKFISH, CHINA",400573
"ROCKFISH, COPPER",400573
"ROCKFISH, DARKBLOTCHED",603962
"ROCKFISH, FLAG",400573
"ROCKFISH, GOPHER",400573
"ROCKFISH, GRASS",400573
"ROCKFISH, GREENBLOTCHED",400573
"ROCKFISH, GREENSPOTTED",400573
"ROCKFISH, GREENSTRIPED",400573
"ROCKFISH, KELP",400573
"ROCKFISH, OLIVE",400573
"ROCKFISH, PACIFIC OCEAN PERCH",600504
"ROCKFISH, REDBANDED",400573
"ROCKFISH, REDSTRIPE",400573
"ROCKFISH, ROSY",400573
"ROCKFISH, SHORTBELLY",400573
"ROCKFISH, SILVERGRAY",400573
"ROCKFISH, SPECKLED",400573
"ROCKFISH, SPLITNOSE",400573
"ROCKFISH, SQUARESPOT",400573
"ROCKFISH, STARRY",400573
"ROCKFISH, TREEFISH",400573
"ROCKFISH, VERMILION",400573
"ROCKFISH, WIDOW",600502
"ROCKFISH, YELLOWEYE",400573
"ROCKFISH, YELLOWMOUTH",400573
"ROCKFISH, YELLOWTAIL",600503
ROCKFISHES,400573
"ROSEFISH, BLACKBELLY",600076
Ruby snapper (ehu),600087
Rudderfish,600249
Rudderfish (cinerascens),600249
"RUDDERFISH, BANDED",500928
Rudderfishes,500928
Rufous snapper,600155
"RUNNER, BLUE",601933
"RUNNER, RAINBOW",600412
Saber squirrelfish,606507
SABLEFISH,600512
Saddleback grouper,607372
Sailfish,500488
SAILFISH,500488
Salmon,502724
"SALMON, CHINOOK",600244
"SALMON, CHUM",600241
"SALMON, COHO",600245
"SALMON, PINK",600240
"SALMON, SOCKEYE",600243
"SARDINE, PACIFIC",601477
"SARDINE, SPANISH",501940
"SCAD, BIGEYE",600387
"SCAD, MACKEREL",600993
SCADS,502102
Scallop (2),490055
"SCALLOP, BAY",690030
"SCALLOP, SEA",490055
SCAMP,601213
"SCORPIONFISH, SPINYCHEEK",502730
SCORPIONFISHES,502730
SCULPINS,400277
SCUP,600452
SCUPS OR PORGIES,400330
"SEA BASS, BLACK",600361
"SEA BASS, GIANT",603310
"SEA BASS, ROCK",502682
SEA CATFISHES,400145
SEA CHUBS,400339
Sea cucumber,290012
SEA CUCUMBER,590157
SEA RAVEN,400585
Sea urchin,590158
SEA URCHINS,590158
"SEABASS, WHITE",603578
SEAROBINS,500495
"SEATROUT, SAND",601170
"SEATROUT, SPOTTED",600405
Sergeant major,509206
Seven-11 crab,690771
"SHAD, AMERICAN",601584
"SHAD, GIZZARD",601604
"SHAD, HICKORY",601582
Shark,100338
"SHARK, ATLANTIC SHARPNOSE",600905
"SHARK, BIGEYE THRESHER",602534
"SHARK, BLACKNOSE",400011
"SHARK, BLACKTIP",600874
"SHARK, BLUE",600898
"SHARK, BONNETHEAD",600915
"SHARK, BULL",600873
"SHARK, DOGFISH",500107
"SHARK, FINETOOTH",400011
"SHARK, HAMMERHEAD",500693
"SHARK, LEMON",600897
"SHARK, LEOPARD",400488
"SHARK, MAKOS",500638
"SHARK, PACIFIC ANGEL",600729
"SHARK, PORBEAGLE",600088
"SHARK, SAND TIGER",600747
"SHARK, SANDBAR",600880
"SHARK, SHORTFIN MAKO",600752
"SHARK, SILKY",600868
"SHARK, SMOOTH DOGFISH",400488
"SHARK, SOUPFIN",604642
"SHARK, SPINNER",400011
"SHARK, SPINY DOGFISH",600139
"SHARK, THRESHER",602535
"SHARK, TIGER",600886
Sharks,500816
SHARKS,500816
Sharks (misc),200007
Sharks (unknown),200007
"SHEEPHEAD, CALIFORNIA",603671
SHEEPSHEAD,600441
SHELLFISH,100195
Shrimp,590094
"SHRIMP, BLUE MUD",690665
"SHRIMP, BRINE",690058
"SHRIMP, BROWN",690265
"SHRIMP, GHOST",590248
"SHRIMP, MARINE, OTHER",590094
"SHRIMP, OCEAN",690660
"SHRIMP, PACIFIC ROCK",690628
"SHRIMP, PENAEID",490043
"SHRIMP, PINK",690268
"SHRIMP, ROCK",690334
"SHRIMP, ROYAL RED",690335
"SHRIMP, SEABOB",690032
"SHRIMP, SPOT",100045
"SHRIMP, WHITE",690272
"SHRIMP,PANDALID",590093
Silverjaw jobfish (lehi),600083
Silversides,400218
SILVERSIDES,400218
Six-banded grouper,500366
Skate,400019
"SKATE, LITTLE",602557
SKATES,400019
Skipjack tuna,600107
Skipjack Tuna,600107
SKIPPERS,601357
Smalltooth grouper,600083
Smalltooth jobfish (lehi),600083
Smelt,400080
"SMELT, EULACHON",600256
"SMELT, RAINBOW",600253
SMELTS,400080
SNAILS (CONCHS),590111
"SNAPPER, BLACK",400323
"SNAPPER, BLACKFIN",500357
"SNAPPER, CUBERA",601427
"SNAPPER, DOG",600154
"SNAPPER, GRAY",600266
"SNAPPER, LANE",600181
"SNAPPER, MUTTON",601403
"SNAPPER, QUEEN",601391
"SNAPPER, RED",601423
"SNAPPER, SILK",600185
"SNAPPER, VERMILION",600213
"SNAPPER, YELLOWTAIL",600188
SNAPPERS,400323
Soldierfishes,501130
"SOLE, BUTTER",500537
"SOLE, CURLFIN",604252
"SOLE, DOVER",604247
"SOLE, ENGLISH",604248
"SOLE, FLATHEAD",600519
"SOLE, PETRALE",604237
"SOLE, REX",604238
"SOLE, ROCK",624237
"SOLE, SAND",601336
"SOLE, YELLOWFIN",600520
Spadefish,400340
SPADEFISHES,400340
Spearfish,603915
Spiny lobster,690801
Spiny pufferfish,400449
SPOT,600429
Spotted eels,607547
Spotted grouper,600348
Squaretail grouper,606082
Squid,390002
"SQUID, CALIFORNIA MARKET",690658
"SQUID, LONGFIN",690227
"SQUID, NORTHERN SHORTFIN",690271
SQUIDS,390002
Squirrel snapper (ehu),600087
Squirrelfish,601061
Squirrelfishes,509309
SQUIRRELFISHES,509309
Stareye parrotfish,604355
"STARGAZER, NOTHERN",500125
Stocky hawkfish,605831
Stone's snapper,600193
Striped grouper,500366
Striped marlin,600223
Striped Marlin,600223
"STURGEON, WHITE",602594
SUCKERS,100011
Sunfish,601732
SUNFISHES,500358
SURFPERCHES,300060
SURGEONFISHES,509207
Surgeonfishes/tangs,400412
Sweepers,400334
Sweetlips,500476
Swordfish,600226
SWORDFISH,600226
TARPON,601079
"TARPON, HAWAIIAN",600175
TAUTOG,600458
Terapon perch,400306
"THORNYHEAD, SHORTSPINE",604009
Threadfins,500153
THREADFINS,500153
THRESHER SHARKS,500639
"TILEFISH, BLUELINE",605796
"TILEFISH, GOLDEN",600362
"TILEFISH, SAND",603541
TILEFISHES,400308
Timor snapper,500357
TOADFISHES,400189
Tomato grouper,606454
Trevally (misc),502100
Trevallys,502100
Triggerfish,400445
"TRIGGERFISH, GRAY",607327
Triggerfishes,400445
TRIPLETAIL,601077
"TROUT, RAINBOW",600239
Tuna,501905
"TUNA, ALBACORE",600142
"TUNA, BIGEYE",600146
"TUNA, BLACKFIN",600144
"TUNA, BLUEFIN",600147
"TUNA, BLUEFIN PACIFIC",614290
"TUNA, KAWAKAWA",600096
"TUNA, LITTLE TUNNY",600097
"TUNA, SKIPJACK",600107
"TUNA, YELLOWFIN",600143
TUNAS,501905
"TURBOT, HORNYHEAD",400515
Twinspot/red snapper,601417
Unicornfishes,500480
Unicornfishes (misc),500480
Wahoo,600089
WAHOO,600089
WEAKFISH,502794
"WHELK, CHANNELED",590110
"WHELK, KNOBBED",590110
Whelks,590110
White - edged lyretail,606478
White-edged lyretail,606478
Whitemouth trevally,601984
WOLF-EEL,505897
"WOLFFISH, ATLANTIC",602501
Wrasses,500508
Wrasses (misc),500508
WRECKFISH,600349
Yellow - edged lyretail,605354
Yellow goatfishes,601092
Yellow margined snapper,600262
Yellow opakapaka,600201
Yellowband parrotfish,604975
Yellow-edged lyretail,605354
Yelloweye opakapaka,600201
Yelloweye opakapaka(P.fl.,600201
Yelloweye snapper,501135
Yellowfin tuna,600143
Yellowfin Tuna,600143
Yellowspot grouper,605367
Yellowstriped squirrelfish,612896
YELLOWTAIL JACK,600381
Yellowtail snapper,600188
Alfonsin,601319
Barracuda,500372
Bigeye scad (atulai),600387
Bigeye Scad (Atulai),600387
Bonita/skipjack tuna,600107
Bonita/skipjack Tuna,600107
Crabs (misc),390013
Crabs (Misc),390013
Dogtooth Tuna,600106
Dolphin (Mahimahi),600006
Ehu (red snapper),600087
Ehu (Red Snapper),600087
Emperor (Mafute),501144
Gindai (Flower Snap),600211
Gindai (flower snapper),600211
Grouper,503028
Humphead parrot fish,500242
Humphead parrotfish,500242
Kalikali (Pink Snap),600201
Kalikali (pink snapper),600201
Lehi (Silverjaw),600083
Lobsters,100043
Mafute (emperor),501144
Mafute (Emperor),501144
Mahi / Dolphinfish,600006
Mahi/dolphinfish,600006
Marlin,500538
Marlins,500538
Mullet,504212
Onaga (red snapper),601385
Onaga (Red Snapper),601385
Opakapaka (pink snapper),600201
Opakapaka (pink snappper),600201
Opakapaka (Pink Snp),600201
Parrotfish,500242
Rainbow Runner,600412
Reef fishes (unknown),500928
Rudderfish (guilli),500928
Rudderfish (Guilli),500928
Shrimp\prawn(S. water),100045
Skipjack tuna (bonita),600107
Snapper,400323
Snappers,400323
Surgeonfish,509207
Surgeonfishes,509207
Tagafi (red snapper),500357
Tagafi (Red Snapper),500357
Tunas,501163
Uku (gray snapper),600084
Uku (Gray Snapper),600084
Unicornfish,500480
Wrasse,500508
Bigeye Scad,600387
Blackjack,601936
Blue - lined snapper,600156
Blue Marlin,600216
Bluebanded surgeonfish,509207
Blueline snapper,600156
Blueline Snapper,600156
Bluespine unicornfish,500480
Brassy trevally,606360
Brassy Trevally,606360
Emperor (mafute/misc),501144
Emperor (Mafute/misc.),501144
Emperor (misc),501144
Giant coral trout,604826
Giant trevally,601895
Giant Trevally,601895
Goatfish (misc),507028
Goatfish (Misc.),507028
Grouper (misc),507028
Grouper (Misc.),507028
Jacks (Misc.),500467
Jobfish (uku),600084
Jobfish (Uku),600084
Kalekale (yellowtail),600209
Kalikali (yellowtail),600209
Kalikali (Yellowtail),600209
Kawakawa (saba),600096
Orange spotted trevally,601923
Orangespine unicornfish,601264
Orangespine Unicornfish,601264
Parrotfish (misc),500242
Parrotfish (Misc.),500242
Red Snapper,400323
Saba (kawakawa),600096
Saba (Kawakawa),600096
Shrimp (saltwater),590094
Shrimp (Saltwater),590094
Sickle pomfret,603561
Sickle Pomfret,603561
Silvermouth (deep lehi),600083
Silvermouth (Deep Lehi),600083
Slipper lobster,590244
Spiny Lobster,690801
Surgeonfish (misc),509207
Surgeonfish (Misc.),509207
Triggerfish (Misc.),400445
Tunas (misc),501163
Tunas (Misc.),501163
Tunas (unknown),501163
Unicornfish (misc),500480
Unicornfish (Misc.),500480
Aquatic animals,100000
"Carps, barbels and other cyprinids",100011
"Sturgeons, paddlefishes",100021
Miscellaneous diadromous fishes,100025
Diadromous fishes,100025
"Flounders, halibuts, soles",100031
Bigscale anchovy - Anchovia macrolepidota,100035
Clupeoids nei - Clupeoidei,100035
"Herrings, sardines, anchovies",100035
"Tunas, bonitos, billfishes",100036
Marine fishes not identified,100039
Marine fishes,100039
Marine fishes nei - Osteichthyes,100039
Homarus spp,100043
"Lobsters, spiny-rock lobsters",100043
"King crabs, squat-lobsters",100044
Atlantic mud shrimp - Solenocera membranacea,100045
Kuro shrimp - Argis lar,100045
"Shrimps, prawns",100045
Xiphopenaeus shrimps nei - Xiphopenaeus spp,100045
Miscellaneous marine crustaceans,100047
Oysters,100053
Mussels,100054
"Clams, cockles, arkshells",100056
Miscellaneous marine molluscs,100058
Marine molluscs nei - Mollusca,100058
Molluscs,100058
Common piddock - Pholas dactylus,100058
Aquatic invertebrates nei - Invertebrata,100077
Miscellaneous aquatic invertabrates,100077
Finfish,100139
Finfishes nei - Osteichthyes,100139
Echinoderms - Echinodermata,100176
Groundfishes nei - Osteichthyes,100239
Sea-urchins and other echinoderms,100276
Cartilaginous fishes nei - Chondrichthyes,100338
"Sharks, rays, chimaeras",100338
Pelagic fishes nei - Osteichthyes,100339
Natantian decapods nei - Natantia,100345
Striped soldier shrimp - Plesionika edwardsii,100345
Striped gladiator shrimp - Plesionika ensis,100345
Golden shrimp - Plesionika martia,100345
Plesionika shrimps nei - Plesionika spp,100345
Solenocerid shrimps nei - Solenoceridae,100345
"Sharks,Rays,Skates, etc, nei - Elasmobranchii",200004
"Dogfishes,Hounds, nei - Squalidae, Scyliorhinidae",200007
Various sharks nei - Selachimorpha (Pleurotremata),200007
Cephalopods nei - Cephalopoda,290002
"Squids, cuttlefishes, octopuses",290002
"Clams etc, nei - Bivalvia",290004
Chamber venus - Circomphalus casinus,290004
Sea-squirts and other tunicates,290005
Sea-squirts nei - Ascidiacea,290005
Gastropods nei - Gastropoda,290006
Violet sea urchin - Sphaerechinus granularis,290011
"Sea-urchins etc, nei - Echinoidea",290011
Sea-cucumbers nei - Holothurioidea,290012
Marine crustaceans nei - Crustacea,290022
Crustaceans,290022
"Chimaeras etc, nei - Chimaeriformes",300003
"Dogfish sharks etc, nei - Squaliformes",300009
Arrowhead dogfish - Deania profundorum,300009
"Rays, Stingrays,Mantas, nei - Rajiformes",300014
Shortbelly eel - Dysomma anguillare,300026
Painted eel - Echelus myrus,300026
Pygmy shore-eel - Alabes parvulus,300026
Pink cusk-eel - Genypterus blacodes,300026
Kaup's arrowtooth eel - Synaphobranchus kaupii,300026
Gilchrist's round herring - Gilchristella aestuarius,300028
Gadiformes nei - Gadiformes,300044
"Cods, hakes, haddocks",300044
Northern cods nei - Gadus spp,300044
Pelagic percomorphs nei - Perciformes,300060
Demersal percomorphs nei - Perciformes,300060
Dragonet - Callionymus lyra,300060
Curled picarel - Centracanthus cirrus,300060
Driftfish - Cubiceps gracilis,300060
Smalleye squaretail - Tetragonurus cuvieri,300060
Flatfishes nei - Pleuronectiformes,300061
Citharids nei - Citharidae,300061
Batoid fishes nei - Batoidimorpha (Hypotremata),300063
African squid - Alloteuthis africana,390002
"Various squids nei - Loliginidae, Ommastrephidae",390002
Midsize squid - Alloteuthis media,390002
European common squid - Alloteuthis subulata,390002
Long-armed squid - Chiroteuthis veranyi,390002
Shortfin squids nei - Illex spp,390002
Webbed flying squid - Ommastrephes caroli,390002
Orangeback flying squid - Ommastrephes pteropus,390002
Flying squids nei - Ommastrephes spp,390002
Common bobtail squid - Sepietta oweniana,390002
Sepiola bobtail squids nei,390002
Dwarf bobtail squid - Sepiola rondeleti,390002
Diamondback squid - Thysanoteuthis rhombus,390002
Lesser flying squid - Todaropsis eblanae,390002
"Cuttlefish, Bobtail squids, nei - Sepiidae, Sepiolidae",390006
"Abalones, winkles, conchs",390011
Speckled swimcrab - Arenaeus cribarius,390013
Shamefaced crab - Calappa granulata,390013
Toothed rock crab - Cancer bellianus,390013
Carcinus crabs nei - Carcinus spp,390013
Warty crab - Eriphia verrucosa,390013
Lampreys nei - Petromyzonidae,400001
"Mackerel sharks, Porbeagles, nei - Lamnidae",400009
"Catsharks etc, nei - Scyliorhinidae",400010
Requiem sharks nei - Carcharhinidae,400011
Dogfish sharks nei - Squalidae,400013
"Angelsharks, Sand devils, nei - Squatinidae",400015
Sawback angelshark - Squatina aculeata,400015
"Guitarfishes etc, nei - Rhinobatidae",400017
Electric rays nei - Torpedinidae,400018
Rays and skates nei - Rajidae,400019
"Stingrays, Butterfly rays, nei - Dasyatidae",400020
Round stingray - Taeniura grabata,400020
Eagle rays - Myliobatidae,400022
Sturgeons nei - Acipenseridae,400032
"Herrings, Sardines, nei - Clupeidae",400043
Morays - Muraenidae,400056
Fangtooth moray - Enchelycore anatina,400056
Muraena spp,400056
"Conger eels etc, nei - Congridae",400062
Conger eels nei - Conger spp,400062
Diploconger polystigmatus,400062
Salmonids nei - Salmonidae,400076
Salmonoids nei - Salmonoidei,400076
Mediterranean sand smelt - Atherina hepsetus,400080
Sea catfishes nei - Ariidae,400145
Lizardfishes nei - Synodontidae,400160
Atlantic lizardfish - Synodus saurus,400160
Anomalous lanternfish - Lampadena anoma,400167
Moras nei - Moridae,400180
North Atlantic codling - Lepidion eques,400180
Wachna cod (=Navaga) - Eleginus navaga,400183
"Grenadiers,Rattails, nei - Macrouridae",400185
Glasshead grenadier - Hymenocephalus italicus,400185
Anglerfishes nei - Lophiidae,400190
Flyingfishes nei - Exocoetidae,400206
Cheilopogon heterurus,400206
Black wing flyingfish - Hirundichthys rondeletii,400206
"Needlefishes etc, nei - Belonidae",400207
Sauries nei - Scomberesocidae,400208
Silversides(=Sand smelts) nei - Atherinidae,400218
Slimeheads nei - Trachichthyidae,400236
"Alfonsinos etc, nei - Berycidae",400240
Squirrelfishes nei - Holocentridae,400243
Dories nei - Zeidae,400249
Boarfishes nei - Caproidae,400252
Flutemouth - Fistularia spp,400254
